income_per_credit_line,loan_purpose_house,loan_purpose_credit_card,inquiries_last_12m,term,num_total_cc_accounts,months_since_last_credit_inquiry,num_open_cc_accounts,open_credit_lines,num_satisfactory_accounts,loan_amount,application_type_joint
3086.9565217391305,0,1,1,36,9,9.0,5,17,17,7000,0
5714.285714285715,0,0,1,60,9,7.0,6,9,9,22000,0
8642.857142857143,0,1,0,36,5,-1.0,4,9,9,6000,1
4444.444444444444,0,0,1,60,18,11.0,13,16,16,35000,0
3593.3684210526317,0,0,6,60,8,6.0,7,13,13,24000,0
2000.0,0,0,1,36,32,7.0,20,22,22,25000,0
3636.3636363636365,0,0,0,36,10,16.0,5,6,6,4000,0
5313.684210526316,0,0,1,60,12,4.0,8,11,11,28000,1
6173.913043478261,0,0,7,36,16,3.0,11,15,15,8000,0
6250.0,0,0,0,36,5,13.0,5,6,6,9600,0
1741.9354838709678,0,0,0,36,12,-1.0,8,24,24,6500,0
4166.666666666667,0,0,4,60,16,2.0,9,13,13,20000,1
5428.571428571428,0,0,0,36,5,20.0,5,6,6,3000,0
417.6,0,0,1,36,33,3.0,14,15,15,8000,0
3125.0,0,0,1,36,13,2.0,12,16,16,10000,0
3189.655172413793,0,0,4,60,22,2.0,7,8,8,35000,0
2166.6666666666665,0,0,2,36,13,1.0,7,14,14,35000,0
3333.3333333333335,0,0,1,36,8,8.0,6,9,9,7000,0
4538.461538461538,0,0,0,36,4,15.0,3,8,8,10500,0
3409.090909090909,0,0,4,60,12,2.0,9,12,12,28000,0
2000.0,0,0,1,60,25,2.0,10,12,12,15000,0
3444.4444444444443,0,0,0,36,11,15.0,9,12,12,15000,0
2857.1428571428573,0,1,2,36,7,11.0,7,8,8,6500,0
3571.4285714285716,0,0,0,36,37,-1.0,22,27,27,35000,0
3913.0434782608695,0,1,1,36,15,2.0,11,14,14,15000,0
5928.571428571428,0,1,4,36,7,0.0,7,9,9,11000,0
5384.615384615385,0,0,0,60,4,14.0,4,8,8,30000,0
2285.714285714286,0,0,3,36,8,5.0,7,8,8,7500,0
7269.2307692307695,0,0,3,60,21,5.0,14,16,16,21000,0
7526.315789473684,0,0,1,36,13,6.0,6,8,8,32000,1
5833.333333333333,0,0,0,36,3,23.0,3,5,5,9800,0
3927.3333333333335,0,0,1,36,4,7.0,3,5,5,4000,0
3625.0,0,0,3,60,20,4.0,13,21,21,25000,0
5454.545454545455,0,1,1,36,8,10.0,7,9,9,15000,0
15952.380952380952,0,0,1,36,14,12.0,5,7,7,12000,1
4444.444444444444,0,0,1,36,11,6.0,10,13,13,35000,0
1684.2105263157894,0,0,0,60,28,13.0,20,22,22,16000,0
3692.3076923076924,0,0,1,36,9,10.0,3,6,6,13000,0
2367.3469387755104,0,0,3,36,37,1.0,19,24,23,20000,0
2068.9655172413795,0,0,4,60,24,2.0,20,21,21,38000,0
1486.4864864864865,0,0,3,36,31,3.0,15,16,16,10000,0
3333.3333333333335,0,1,0,36,6,15.0,5,9,9,13000,0
3384.6153846153848,0,0,0,60,7,21.0,5,8,8,30000,0
4377.454545454545,0,0,0,36,13,-1.0,11,13,13,34800,1
6185.0,0,0,6,36,15,10.0,11,17,17,30000,0
2000.0,0,0,0,36,9,-1.0,3,3,3,6500,0
1315.0,0,1,4,60,14,1.0,9,12,11,10000,0
5800.0,0,0,1,60,6,7.0,3,5,5,40000,0
4000.0,0,0,5,60,6,2.0,5,14,14,25000,0
1600.0,0,0,8,36,17,1.0,7,11,11,19000,0
13125.0,0,0,0,36,2,-1.0,2,5,5,16000,0
5978.823529411765,0,0,0,36,16,-1.0,10,10,10,13700,1
6384.615384615385,0,1,1,36,13,8.0,7,11,11,40000,0
5000.0,0,1,3,36,5,3.0,5,6,6,6000,0
7538.461538461538,0,0,3,60,17,8.0,11,18,18,40000,1
9714.285714285714,0,0,2,36,9,8.0,7,13,13,12000,1
4523.809523809524,0,0,0,36,17,-1.0,8,11,10,35000,0
2828.125,0,1,1,36,5,7.0,3,18,18,17000,0
1448.5714285714287,0,1,1,36,12,0.0,7,7,7,6025,0
7304.347826086957,0,1,6,36,16,3.0,10,13,13,12000,0
2718.75,0,0,1,36,11,11.0,9,11,11,7800,0
1750.0,0,1,1,36,32,9.0,15,18,18,28000,0
6282.545454545455,0,1,1,36,7,12.0,4,6,6,10000,0
11382.35294117647,0,0,0,60,9,18.0,2,7,7,25000,1
2057.1428571428573,0,1,3,60,25,10.0,12,15,15,16000,0
3888.8888888888887,0,0,0,36,6,14.0,6,7,7,12000,0
9750.0,0,0,0,36,7,19.0,6,8,8,2800,1
1637.3214285714287,0,1,1,60,36,2.0,10,12,12,25000,0
6000.0,0,1,1,36,8,8.0,5,11,11,35000,0
5833.333333333333,0,0,0,36,10,17.0,9,10,10,20000,0
1617.6470588235295,0,0,1,36,27,8.0,14,15,15,10000,0
3620.689655172414,0,0,1,36,15,12.0,4,7,7,20000,0
20857.14285714286,0,1,4,36,6,1.0,6,7,7,6000,1
6000.0,1,0,1,36,13,7.0,9,12,12,10000,0
4473.684210526316,0,0,1,36,9,9.0,3,6,6,12000,0
6173.913043478261,0,0,0,36,16,14.0,10,11,11,10000,1
1151.1627906976744,0,0,4,36,17,9.0,12,16,16,12500,0
5380.952380952381,0,0,0,60,12,20.0,6,10,10,20000,1
16666.666666666668,0,1,0,36,5,-1.0,4,5,5,12000,0
743.8076923076923,0,1,0,36,8,15.0,7,8,8,4000,0
6250.0,0,0,1,60,3,12.0,3,3,3,10000,0
7000.0,0,0,3,36,6,7.0,6,9,9,10000,0
3500.0,0,0,0,36,7,15.0,3,3,3,2800,0
5454.545454545455,0,0,0,36,13,-1.0,7,11,11,5000,0
5115.384615384615,0,0,4,60,13,3.0,4,9,9,32000,0
3246.7,0,0,0,36,11,18.0,5,8,8,9600,0
1730.7692307692307,0,0,2,60,21,5.0,15,17,17,15000,0
3095.2380952380954,0,0,1,36,14,6.0,6,8,8,14400,0
2080.0,0,0,2,36,4,8.0,3,17,17,10000,0
1900.0,0,0,1,36,10,4.0,8,9,9,21000,0
2533.3333333333335,0,0,3,36,36,2.0,23,28,28,40000,0
1508.0,0,1,2,60,7,10.0,5,19,19,10000,0
2347.6190476190477,0,0,0,36,17,14.0,10,12,12,1000,0
6697.674418604651,0,0,5,36,19,0.0,13,22,22,17150,0
2096.7741935483873,0,0,3,36,20,5.0,10,12,12,16000,0
4090.909090909091,0,1,1,36,17,2.0,13,17,17,24000,0
1162.7906976744187,0,0,2,36,33,5.0,8,10,8,20000,0
4235.294117647059,0,0,3,36,10,0.0,7,14,14,28000,0
4700.0,0,0,4,60,7,0.0,6,9,9,25000,1
1917.5263157894738,0,0,0,36,16,19.0,8,10,10,6000,0
2060.6060606060605,0,0,0,60,20,-1.0,11,15,15,40000,0
37777.77777777778,0,0,2,36,6,0.0,5,5,5,15000,1
3333.3333333333335,0,0,1,36,15,12.0,14,18,18,15000,0
7272.727272727273,0,0,0,36,7,-1.0,5,5,5,25000,0
4642.857142857143,0,0,2,36,17,7.0,6,10,10,10000,0
1527.7777777777778,0,0,0,60,12,20.0,9,29,29,15000,0
3250.0,0,0,2,36,24,8.0,17,23,23,30000,0
6875.0,0,0,1,60,11,11.0,7,8,8,25000,1
1406.25,0,0,16,60,37,2.0,23,26,26,28000,0
3590.909090909091,0,1,0,60,11,16.0,9,13,13,25000,0
5363.636363636364,0,1,0,36,8,-1.0,7,8,8,13000,0
2272.7272727272725,0,0,2,36,12,5.0,6,8,8,10000,0
1809.5238095238096,0,0,9,36,8,1.0,6,9,9,2000,0
857.1428571428571,0,0,1,36,16,3.0,15,16,16,10000,0
2571.4285714285716,0,0,0,36,14,14.0,11,13,13,7000,0
11200.0,0,0,2,60,7,8.0,7,9,9,30000,0
4722.222222222223,0,0,1,36,13,1.0,9,11,11,20000,0
3150.0,0,0,1,36,7,5.0,7,8,8,10000,0
830.5084745762712,0,1,3,36,29,4.0,21,37,37,7000,0
2266.6666666666665,0,0,3,60,24,3.0,18,20,20,23000,0
6857.142857142857,0,0,2,60,6,6.0,5,6,6,20000,0
9633.333333333334,0,1,0,60,24,-1.0,9,10,10,35000,0
2328.6666666666665,0,0,0,60,28,18.0,12,13,13,10000,0
2500.0,0,1,0,36,8,13.0,3,6,6,10000,0
4095.2380952380954,0,0,1,36,21,10.0,14,14,14,15000,0
1339.2857142857142,0,0,0,36,17,15.0,8,11,11,6000,0
857.1428571428571,0,0,1,36,34,0.0,16,16,16,6000,0
6562.5,0,0,3,60,5,11.0,2,7,7,13650,0
5789.473684210527,0,0,1,36,8,12.0,3,6,6,20000,0
2444.4444444444443,0,0,1,36,11,4.0,7,8,8,10000,0
2204.081632653061,0,0,4,36,14,0.0,9,14,14,35725,0
1447.3684210526317,0,0,0,36,8,16.0,3,7,7,3000,0
10642.857142857143,0,0,2,36,7,10.0,5,11,11,12000,1
1000.0,0,0,2,36,17,0.0,8,9,9,10000,0
2037.037037037037,0,1,2,36,23,8.0,11,13,13,12000,0
2054.054054054054,0,0,2,36,11,8.0,9,15,15,4600,0
2333.3333333333335,0,0,2,60,7,5.0,7,11,11,13000,0
6256.666666666667,0,1,2,36,5,9.0,5,6,6,10000,0
3479.3333333333335,0,0,3,36,8,4.0,5,10,10,5700,0
8200.0,0,0,0,36,3,-1.0,2,3,3,10000,0
3263.157894736842,0,0,0,36,15,17.0,7,9,9,15000,0
1111.111111111111,0,1,0,36,4,18.0,3,4,4,5600,0
2666.6666666666665,0,1,0,60,11,15.0,10,11,11,11000,0
3857.1428571428573,0,0,0,60,19,15.0,13,15,15,25000,0
5600.0,0,0,5,36,14,4.0,5,8,8,25000,0
5384.615384615385,0,1,4,36,9,3.0,6,7,7,5000,0
5000.0,0,0,2,36,6,5.0,6,9,9,7000,0
2439.0243902439024,0,0,2,60,17,6.0,12,17,17,35000,0
2432.4324324324325,0,0,2,36,14,5.0,6,16,16,12000,0
14000.0,0,0,1,36,9,1.0,8,10,10,40000,1
3846.153846153846,0,1,1,60,28,6.0,8,10,10,20000,0
5600.0,0,0,3,36,3,6.0,3,5,5,3500,1
3333.3333333333335,0,0,3,36,10,5.0,5,8,8,2500,0
7037.037037037037,0,1,2,60,9,9.0,4,9,9,15000,0
2000.0,0,0,0,36,32,13.0,14,14,14,10000,0
2647.0588235294117,0,1,1,36,8,5.0,2,17,17,12000,1
2500.0,0,1,5,36,21,9.0,13,16,16,14000,0
3571.4285714285716,0,0,0,36,13,13.0,4,9,9,10500,0
8571.42857142857,0,0,0,36,6,-1.0,6,7,7,10000,0
1000.0,0,1,0,36,14,-1.0,9,9,9,10200,0
2333.3333333333335,0,0,2,36,15,8.0,13,14,14,10000,0
4000.0,0,0,1,60,4,2.0,4,7,7,15000,0
5750.0,0,0,0,36,5,-1.0,3,9,9,25200,0
2027.027027027027,0,1,3,36,29,4.0,20,22,22,5000,0
4588.235294117647,0,0,4,36,21,1.0,13,16,16,12000,0
1896.551724137931,0,0,5,36,19,0.0,12,16,16,4000,0
6095.238095238095,0,0,6,60,6,5.0,3,12,12,36000,0
7500.0,0,0,5,36,8,4.0,2,7,7,6000,1
6600.0,0,0,0,36,5,-1.0,2,6,6,1200,0
5238.0952380952385,0,0,4,36,16,1.0,6,8,8,10000,0
1862.1176470588234,0,0,2,36,8,1.0,5,8,8,17950,0
2944.7027027027025,0,0,7,36,22,4.0,6,12,12,14000,1
3533.3333333333335,0,0,4,36,19,0.0,12,15,15,11000,0
7446.153846153846,0,0,0,36,6,-1.0,5,7,7,40000,0
3583.3333333333335,0,0,6,60,7,6.0,4,5,5,25000,0
2692.3076923076924,0,0,2,36,13,1.0,6,9,9,1800,0
2500.0,0,0,4,36,16,6.0,6,11,11,7200,0
3837.5,0,0,1,36,13,8.0,8,9,9,8000,0
4736.8421052631575,0,1,0,36,6,-1.0,4,8,8,14000,0
1562.5,0,0,0,60,24,23.0,13,15,15,21000,0
1107.142857142857,0,1,0,36,27,16.0,13,14,14,10000,0
8666.666666666666,0,1,0,36,6,18.0,5,8,8,20000,0
4062.5,0,0,4,36,13,6.0,2,6,6,30000,0
4066.6666666666665,0,0,1,36,21,12.0,10,13,13,18000,0
1390.2439024390244,1,0,1,36,31,11.0,15,17,17,28000,0
2827.5862068965516,0,0,4,60,21,1.0,16,18,18,35000,0
1041.6666666666667,0,0,0,36,29,13.0,17,25,25,12000,0
1897.4358974358975,0,0,4,36,32,0.0,20,22,22,18000,0
9166.666666666666,0,0,0,60,4,18.0,4,10,10,30000,1
3125.0,0,0,0,60,8,-1.0,7,7,7,14000,0
7000.0,0,1,0,36,12,18.0,10,12,12,36000,0
2250.0,0,0,0,36,7,-1.0,6,8,8,5500,0
1113.6363636363637,0,0,0,60,34,13.0,18,22,22,16000,0
2121.212121212121,0,0,0,36,15,-1.0,5,7,7,40000,0
1666.6666666666667,0,1,1,36,15,9.0,8,17,17,10000,0
4000.0,0,0,2,60,19,3.0,18,21,21,14000,0
8095.238095238095,0,1,2,36,14,9.0,8,12,12,19000,0
3071.4285714285716,0,0,0,36,22,15.0,16,18,18,12000,0
12666.666666666666,0,1,2,36,3,5.0,3,3,3,7000,0
4166.666666666667,0,1,0,60,13,-1.0,5,7,7,20000,0
1842.1052631578948,0,1,1,36,22,8.0,14,20,20,10000,0
1937.5,0,0,0,60,13,-1.0,11,11,11,10500,0
5466.666666666667,0,0,3,60,8,5.0,7,9,9,15000,0
2925.0,0,1,8,36,20,1.0,10,13,13,18000,0
1409.090909090909,0,0,1,36,19,2.0,14,16,16,13600,0
1930.2325581395348,0,0,4,36,18,6.0,13,20,20,20000,0
1944.4444444444443,0,0,1,36,2,8.0,1,13,13,3000,0
3100.0,0,1,3,36,11,9.0,5,8,8,4100,0
5176.470588235294,0,1,0,36,4,15.0,4,8,8,7300,0
5979.857142857143,0,1,4,36,11,4.0,7,10,10,20000,1
5909.090909090909,0,0,2,60,6,10.0,4,7,7,20000,1
7325.111111111111,0,0,2,36,8,11.0,3,4,4,28000,0
6666.666666666667,0,0,3,36,9,1.0,6,8,8,35000,0
2142.8571428571427,0,0,2,36,13,9.0,8,11,11,10000,0
2692.3076923076924,0,0,2,36,9,3.0,9,12,12,5000,0
4535.714285714285,0,0,3,36,6,1.0,4,7,7,35000,0
5611.111111111111,0,0,3,36,12,5.0,10,12,12,16000,0
3333.3333333333335,0,0,2,60,13,1.0,9,12,12,30000,0
4285.714285714285,0,1,0,36,5,24.0,4,9,9,4400,0
777.7777777777778,0,0,0,36,15,-1.0,2,2,2,10000,0
1463.4146341463415,0,0,5,36,14,0.0,6,8,8,8500,0
4000.0,0,0,1,36,11,1.0,10,13,13,20000,0
4333.333333333333,0,0,2,36,5,6.0,4,6,6,9000,0
4000.0,0,0,3,36,9,5.0,8,27,27,24000,1
11764.70588235294,0,1,0,36,10,14.0,8,12,12,10000,0
10454.545454545454,0,0,0,36,7,15.0,3,5,5,10000,1
7868.421052631579,0,0,0,36,9,-1.0,6,10,10,9500,1
13333.333333333334,0,0,6,36,4,8.0,1,5,5,8000,0
2160.0,0,0,0,60,3,-1.0,1,1,1,10000,0
4846.153846153846,0,0,0,36,11,20.0,5,11,11,15000,1
4250.0,0,0,0,60,15,-1.0,12,15,15,23000,0
1260.8695652173913,0,0,0,60,12,-1.0,8,25,25,12000,0
5000.0,0,0,1,60,7,7.0,4,7,7,10000,0
3333.3333333333335,0,0,1,36,20,3.0,14,17,16,35000,0
5041.666666666667,0,1,15,36,9,0.0,8,11,11,10000,0
733.3333333333334,0,1,3,36,22,8.0,9,10,10,6500,0
4111.166666666667,0,1,0,36,14,15.0,11,12,12,10000,1
4791.666666666667,0,0,0,36,13,20.0,3,5,5,40000,0
8100.0,0,0,1,36,10,8.0,8,8,8,16000,1
3590.909090909091,0,0,2,36,11,5.0,9,15,15,4000,0
6000.0,0,0,1,36,8,2.0,3,6,6,5000,0
3947.3684210526317,0,0,5,36,9,1.0,7,12,12,20000,0
3875.0,0,0,2,36,7,3.0,6,6,6,3500,0
8600.0,0,0,2,60,12,2.0,8,11,11,15000,0
1562.25,0,1,2,36,11,6.0,5,6,6,15000,0
7753.846153846154,0,0,7,60,5,3.0,3,5,5,11400,1
2115.3846153846152,0,0,0,60,15,-1.0,4,7,7,24000,0
10714.285714285714,0,0,0,36,9,22.0,5,6,6,20000,0
9333.333333333334,0,0,2,36,18,11.0,9,12,12,40000,0
2954.5454545454545,0,0,1,36,11,3.0,7,11,11,15000,1
2666.6666666666665,0,0,0,36,10,18.0,6,8,8,8475,0
8125.0,0,0,0,60,21,-1.0,6,6,6,30000,1
3607.1428571428573,0,0,0,36,23,-1.0,13,16,16,7000,0
1807.6923076923076,0,0,5,36,30,2.0,20,22,22,25000,0
1800.0,0,0,4,36,14,4.0,13,17,17,10000,0
4615.384615384615,0,0,0,60,10,19.0,7,9,9,16000,0
3437.5,0,1,0,36,22,-1.0,10,14,14,15000,0
5407.142857142857,0,0,1,60,15,12.0,8,11,11,40000,1
5117.64705882353,0,0,0,36,5,19.0,4,10,10,40000,1
3466.6666666666665,0,1,0,36,9,19.0,5,7,7,10000,0
3200.0,0,1,2,36,5,1.0,4,10,10,3000,0
1562.5,0,0,0,36,10,14.0,5,7,7,2500,0
3913.0434782608695,0,0,4,36,14,9.0,11,16,16,20000,0
3272.7272727272725,0,0,0,36,6,13.0,5,6,6,10000,0
4380.952380952381,0,0,1,60,12,6.0,8,11,10,16000,0
3083.3333333333335,0,0,3,60,9,5.0,7,11,11,20000,0
3304.3478260869565,0,0,0,36,15,16.0,10,12,12,6000,0
2081.6326530612246,0,0,1,36,29,6.0,15,22,22,25000,0
7727.272727272727,0,0,3,36,9,1.0,8,9,9,9600,0
1521.7391304347825,0,0,1,36,35,4.0,12,14,14,24000,0
8620.689655172413,0,0,1,36,12,1.0,9,20,20,25000,0
1590.909090909091,0,0,1,36,4,4.0,3,17,17,5000,0
3107.1428571428573,0,0,2,36,12,7.0,5,8,8,20000,1
1866.6666666666667,0,0,1,36,19,7.0,13,15,15,20000,0
2692.3076923076924,0,0,1,60,7,8.0,4,9,9,26400,0
3461.5384615384614,0,0,3,60,5,7.0,5,13,13,10000,0
2263.157894736842,0,1,0,36,14,14.0,8,18,18,25000,1
6277.777777777777,0,0,10,60,6,0.0,4,14,14,10000,1
5454.545454545455,0,0,5,36,9,1.0,7,8,8,1600,0
6473.684210526316,0,0,1,36,10,6.0,8,12,12,15000,0
2272.7272727272725,0,0,2,60,13,6.0,11,14,14,10000,0
1425.0,0,0,2,36,11,12.0,10,13,13,10000,0
1500.0,1,0,3,60,17,3.0,16,17,17,20000,0
3600.0,0,0,1,36,17,9.0,13,15,15,14000,0
5909.090909090909,0,1,0,36,8,22.0,6,6,6,7000,0
4911.111111111111,0,1,0,36,8,20.0,7,7,7,4000,0
2260.8695652173915,0,0,1,36,11,7.0,8,18,18,10000,0
2343.75,0,0,0,36,8,-1.0,5,18,17,20000,0
6146.341463414634,0,0,2,60,28,1.0,9,15,15,20000,1
2941.176470588235,0,1,0,36,26,-1.0,14,14,14,2500,0
3965.0,0,0,2,36,13,4.0,9,13,13,5500,0
4230.7692307692305,0,0,0,36,10,15.0,1,2,2,12000,0
4071.4285714285716,0,0,2,36,8,0.0,8,8,8,6500,0
5772.727272727273,0,0,0,36,7,14.0,2,3,3,2500,0
3888.8888888888887,0,0,0,36,14,-1.0,2,3,3,5000,1
5625.0,0,1,4,36,10,1.0,8,11,11,8000,0
4545.454545454545,0,1,2,60,16,4.0,8,12,12,18000,1
7680.0,0,0,0,36,4,-1.0,2,3,3,1000,0
3350.0,0,0,4,36,11,1.0,7,12,12,10800,0
6333.333333333333,0,1,0,36,14,-1.0,7,7,7,40000,0
1612.9032258064517,0,0,1,36,23,8.0,13,15,15,12500,0
2785.714285714286,0,1,0,36,17,14.0,5,9,9,6000,0
2272.7272727272725,0,0,0,36,6,-1.0,5,9,9,12000,0
3750.0,0,0,12,60,11,6.0,9,10,10,12000,0
1200.0,0,0,0,60,11,-1.0,5,8,8,15000,0
4166.666666666667,0,0,3,36,7,8.0,6,7,7,8000,0
10000.0,0,0,5,36,7,0.0,5,7,6,6000,0
8571.42857142857,0,0,11,60,11,1.0,9,14,14,12000,0
2964.285714285714,0,1,1,36,20,1.0,9,10,10,12000,0
5263.1578947368425,0,0,2,60,16,1.0,7,8,7,20000,0
4038.4615384615386,0,0,2,60,16,4.0,12,18,18,25000,0
3714.285714285714,0,0,3,60,10,12.0,7,12,12,24000,1
5000.0,0,0,5,60,16,1.0,14,20,20,25000,0
1200.0,0,1,0,36,15,14.0,10,16,16,4800,0
4687.5,0,1,0,36,9,-1.0,7,11,11,9600,0
4160.0,0,0,0,60,6,23.0,6,17,17,22000,1
2777.777777777778,0,0,0,36,12,-1.0,10,11,11,10000,0
1034.4827586206898,0,0,7,36,16,8.0,15,23,23,5000,0
800.0,0,1,1,36,9,12.0,7,19,19,3000,0
4615.384615384615,0,0,1,36,8,3.0,7,10,10,10000,0
8446.153846153846,0,0,3,60,7,6.0,3,5,5,40000,1
4000.0,0,1,0,60,7,20.0,6,13,13,19500,0
3281.25,0,1,1,36,18,9.0,8,13,13,8500,0
12857.142857142857,0,1,1,36,2,5.0,2,3,3,10000,0
2105.2631578947367,0,0,3,36,12,4.0,9,12,12,6500,0
2615.3846153846152,0,0,0,60,11,-1.0,6,7,7,24450,0
3200.0,0,0,3,36,12,0.0,6,11,11,15000,0
4156.25,0,0,8,60,8,0.0,5,10,10,24000,0
3076.923076923077,0,0,2,36,8,11.0,6,10,10,11000,0
8000.0,0,0,1,60,14,2.0,11,13,13,40000,0
1515.1515151515152,0,1,7,60,25,1.0,17,22,22,14000,0
655.8446511627907,0,0,3,36,39,2.0,24,25,25,17000,0
16142.857142857143,0,0,0,36,4,-1.0,4,5,5,5000,1
1000.0,0,0,0,36,13,-1.0,6,17,17,7200,0
8181.818181818182,0,0,1,36,8,1.0,4,5,5,7000,0
3208.3333333333335,0,0,7,36,15,7.0,12,16,16,20700,0
800.0,0,0,3,60,25,2.0,19,23,23,20700,0
1636.3636363636363,0,1,2,36,20,2.0,19,26,26,9000,0
3272.7272727272725,0,0,3,36,17,4.0,9,23,23,10000,0
11562.5,0,0,4,60,8,6.0,6,8,8,35000,0
1851.851851851852,0,0,2,36,17,5.0,11,14,14,10000,0
1428.5714285714287,0,0,2,36,7,10.0,4,7,7,4500,0
4444.444444444444,0,1,0,36,9,23.0,7,7,7,5000,0
7084.166666666667,0,1,4,36,10,5.0,8,9,9,15000,1
3037.037037037037,0,0,0,36,20,16.0,13,15,15,12000,0
1500.0,0,0,2,60,15,1.0,13,22,22,16800,0
1846.1538461538462,0,1,0,36,17,-1.0,9,12,12,6000,0
2608.695652173913,1,0,1,36,18,6.0,14,16,16,10000,0
4876.9,0,0,1,36,9,12.0,7,7,7,4800,0
5017.903225806452,0,0,6,36,10,7.0,8,15,15,15000,0
2576.923076923077,0,1,0,36,17,-1.0,13,16,16,12000,0
1638.4,0,1,0,36,7,-1.0,4,5,5,5800,0
7000.0,0,0,0,60,15,22.0,8,9,9,40000,1
2972.972972972973,0,0,5,60,25,8.0,17,19,19,24000,0
3750.0,0,0,2,36,16,2.0,7,13,13,36000,0
1309.5238095238096,0,0,4,60,30,3.0,18,22,22,15000,0
1764.7058823529412,0,0,2,60,11,7.0,7,8,8,15000,0
3796.5789473684213,0,0,0,60,7,-1.0,3,7,7,30000,0
4600.0,0,1,0,36,5,13.0,5,6,6,10000,0
1986.5806451612902,0,0,4,36,27,4.0,6,7,7,1000,0
3130.4347826086955,0,1,6,36,2,8.0,2,9,9,1800,0
7692.307692307692,0,0,0,36,7,17.0,3,5,5,9600,0
12500.0,0,1,1,36,16,4.0,4,7,7,35000,0
4789.473684210527,0,0,0,60,13,-1.0,9,10,10,28000,0
2058.823529411765,0,1,1,36,9,6.0,6,7,7,5600,0
3430.0,0,0,0,36,16,22.0,11,15,15,6000,0
2061.689655172414,0,0,3,36,13,1.0,11,14,14,10000,0
6857.142857142857,0,1,0,36,7,14.0,6,11,11,30000,0
1947.3684210526317,0,1,1,60,8,11.0,4,5,5,22300,0
4500.0,0,0,0,36,6,-1.0,3,5,5,10000,0
3551.7241379310344,0,0,8,36,39,4.0,23,28,28,35000,0
2500.0,0,1,2,36,13,5.0,9,11,11,16800,0
1969.6969696969697,0,1,1,36,16,6.0,13,19,19,10000,0
7500.0,0,0,0,36,8,13.0,5,7,7,10000,0
2651.157894736842,0,1,3,36,23,7.0,8,11,11,16000,1
4185.185185185185,0,0,3,36,22,2.0,14,16,16,22000,1
3181.818181818182,0,1,1,36,24,3.0,18,24,24,24000,0
3717.391304347826,0,0,1,36,10,10.0,5,9,9,13000,0
3095.2380952380954,0,0,0,36,17,-1.0,11,11,11,13000,0
3700.0,0,1,0,36,4,17.0,4,4,4,6500,0
6000.0,0,0,2,36,7,0.0,3,4,4,4000,0
2777.777777777778,0,1,1,36,12,8.0,4,6,6,9000,0
18000.0,0,0,1,36,4,10.0,2,3,3,40000,0
1837.2093023255813,0,1,4,36,18,1.0,14,19,19,3300,0
5600.0,0,0,1,36,6,6.0,6,9,9,6025,1
15000.0,0,0,1,36,5,4.0,3,3,3,8000,1
5277.777777777777,0,0,0,36,4,19.0,3,8,8,5000,0
3611.1111111111113,0,0,0,36,10,-1.0,6,7,7,24000,0
2074.125,0,0,1,60,12,9.0,10,10,10,10000,0
2166.6666666666665,0,0,1,36,8,8.0,6,8,8,5000,0
1297.2972972972973,0,0,2,36,28,2.0,5,9,9,18000,0
1560.0,0,1,0,36,4,-1.0,3,18,18,15000,0
2400.0,0,1,0,36,8,-1.0,6,6,6,20000,0
4600.0,0,0,4,36,12,0.0,10,17,17,9000,0
5685.333333333333,0,0,2,60,2,3.0,1,3,3,20000,1
3869.5652173913045,0,0,3,60,11,1.0,8,12,12,40000,0
2500.0,0,0,0,36,7,19.0,5,6,6,25000,0
11000.0,0,0,3,60,9,7.0,8,18,18,27825,1
5535.714285714285,0,0,2,60,13,5.0,5,9,9,24000,1
7941.176470588235,0,0,3,36,3,4.0,2,6,6,40000,0
10812.5,0,1,0,36,14,15.0,8,11,11,35000,0
3888.8888888888887,0,0,3,36,28,1.0,26,32,32,40000,0
4000.0,0,1,2,60,8,5.0,5,10,10,10000,1
5400.0,0,0,1,36,13,8.0,13,14,14,40000,0
1913.686274509804,0,0,2,36,27,5.0,2,5,5,6000,0
3380.281690140845,0,0,3,60,43,3.0,12,18,18,15000,0
2375.0,0,0,2,36,11,6.0,9,10,10,8500,0
3478.2608695652175,0,0,7,60,7,0.0,5,8,8,13200,0
5000.0,0,0,1,36,23,2.0,15,16,16,5000,0
2500.0,0,0,3,36,12,4.0,5,13,13,3200,0
3684.2105263157896,0,0,2,36,14,5.0,11,13,13,14400,0
7350.0,0,0,3,36,5,8.0,5,6,6,5000,0
8712.0,0,0,1,60,6,0.0,3,5,5,30000,0
1304.3478260869565,0,0,4,36,22,3.0,19,25,25,6000,0
3333.3333333333335,0,0,1,36,21,8.0,18,21,21,15000,1
9178.57142857143,0,0,2,36,9,7.0,9,12,12,18000,0
3000.0,0,0,4,36,6,5.0,5,6,6,4000,0
3387.0967741935483,0,1,5,60,7,1.0,5,9,9,28000,0
17625.0,0,1,2,60,6,9.0,3,5,5,10000,1
4000.0,0,0,5,36,19,1.0,14,15,15,8500,0
2115.3846153846152,0,0,0,36,11,15.0,4,9,9,12000,0
6875.0,0,0,1,60,5,1.0,4,9,9,20000,0
7500.0,0,0,2,60,7,8.0,5,8,8,20000,0
3197.2,0,0,2,36,7,1.0,6,7,7,30750,0
722.2222222222222,0,0,5,36,17,7.0,8,11,11,8400,0
875.0,0,1,3,36,29,0.0,23,24,24,9000,0
5772.727272727273,0,0,5,60,15,1.0,11,13,13,30000,0
